id	chrom	start_pos	end_pos	size	gc_content
141	chr	31176	31332	156	0.21794871794871795
142	chr	31332	31434	102	0.23529411764705885
143	chr	31434	31524	90	0.24444444444444444
144	chr	31524	31824	300	0.20666666666666667
145	chr	31824	32106	282	0.1879432624113475
146	chr	32106	32247	141	0.2198581560283688
147	chr	32247	32366	119	0.2605042016806723
148	chr	32366	32448	82	0.25609756097560976
149	chr	32448	32556	108	0.16666666666666669
150	chr	32556	32904	348	0.20977011494252873
151	chr	32904	33201	297	0.16498316498316498
152	chr	33201	33684	483	0.14492753623188406
153	chr	33684	33819	135	0.1925925925925926
154	chr	33819	34745	926	0.23002159827213822
155	chr	34745	34777	32	0.28125
156	chr	34777	34810	33	0.33333333333333337
157	chr	34810	34885	75	0.2533333333333333
158	chr	34885	35721	836	0.23803827751196174
159	chr	35721	35760	39	0.25641025641025644
160	chr	35760	36305	545	0.24770642201834864
161	chr	36305	36423	118	0.3050847457627119
162	chr	36423	36489	66	0.2727272727272727
163	chr	36489	36579	90	0.3
164	chr	36579	36599	20	0.2
165	chr	36599	37047	448	0.2589285714285714
166	chr	37047	37237	190	0.20526315789473684
167	chr	37237	37548	311	0.20257234726688103
168	chr	37548	37786	238	0.24369747899159663
169	chr	37786	37805	19	0.2105263157894737
170	chr	37805	37955	150	0.28
171	chr	37955	37967	12	0.25
172	chr	37967	38574	607	0.23064250411861614
173	chr	38574	38707	133	0.24812030075187969
174	chr	38707	38941	234	0.2222222222222222
175	chr	38941	39001	60	0.2
176	chr	39001	39195	194	0.1752577319587629
177	chr	39195	39363	168	0.16071428571428573
178	chr	39363	39474	111	0.15315315315315314
179	chr	39474	39505	31	0.16129032258064516
180	chr	39505	39666	161	0.1863354037267081
181	chr	39666	39981	315	0.19365079365079363
182	chr	39981	40134	153	0.21568627450980393
183	chr	40134	40167	33	0.24242424242424243
184	chr	40167	40209	42	0.2619047619047619
185	chr	40209	40440	231	0.2510822510822511
186	chr	40440	40689	249	0.24497991967871485
187	chr	40689	40721	32	0.28125
188	chr	40721	41058	337	0.2344213649851632
189	chr	41058	41085	27	0.2222222222222222
190	chr	41085	41139	54	0.3703703703703704
191	chr	41139	41229	90	0.2111111111111111
192	chr	41229	41268	39	0.1794871794871795
193	chr	41268	41514	246	0.23170731707317074
194	chr	41514	41736	222	0.2522522522522523
195	chr	41736	41887	151	0.2052980132450331
196	chr	41887	42095	208	0.1923076923076923
197	chr	42095	42116	21	0.14285714285714288
198	chr	42116	42410	294	0.2414965986394558
199	chr	42410	42855	445	0.2449438202247191
200	chr	42855	42998	143	0.2097902097902098
201	chr	42998	43095	97	0.21649484536082475
202	chr	43095	44281	1186	0.2057335581787521
203	chr	44281	44448	167	0.24550898203592816
204	chr	44448	44521	73	0.2876712328767123
205	chr	44521	44548	27	0.2592592592592593
206	chr	44548	44614	66	0.33333333333333337
207	chr	44614	44674	60	0.2
208	chr	44674	45303	629	0.19395866454689983
209	chr	45303	45513	210	0.22857142857142856
210	chr	45513	45540	27	0.1851851851851852
211	chr	45540	45742	202	0.20792079207920794
212	chr	45742	46116	374	0.24064171122994651
213	chr	46116	47020	904	0.15597345132743365
214	chr	47020	47073	53	0.18867924528301888
215	chr	47073	47268	195	0.1846153846153846
216	chr	47268	47674	406	0.16995073891625614
217	chr	47674	47964	290	0.1793103448275862
218	chr	47964	48056	92	0.10869565217391304
219	chr	48056	48195	139	0.22302158273381295
220	chr	48195	48293	98	0.1836734693877551
221	chr	48293	48299	6	0.33333333333333337
222	chr	48299	48604	305	0.16393442622950818
223	chr	48604	48904	300	0.20666666666666667
224	chr	48904	49135	231	0.2207792207792208
225	chr	49135	49242	107	0.17757009345794394
226	chr	49242	49285	43	0.2558139534883721
227	chr	49285	49343	58	0.22413793103448276
228	chr	49343	49633	290	0.22068965517241382
229	chr	49633	49666	33	0.2727272727272727
230	chr	49666	49989	323	0.22600619195046442
231	chr	49989	50113	124	0.1693548387096774
232	chr	50113	50137	24	0.25
233	chr	50137	50646	509	0.21414538310412573
234	chr	50646	50847	201	0.21393034825870647
235	chr	50847	50936	89	0.28089887640449435
236	chr	50936	51039	103	0.17475728155339806
237	chr	51039	51105	66	0.19696969696969696
238	chr	51105	51377	272	0.22058823529411764
239	chr	51377	51463	86	0.1511627906976744
240	chr	51463	52019	556	0.21582733812949642
241	chr	52019	52091	72	0.1388888888888889
242	chr	52091	52106	15	0.26666666666666666
243	chr	52106	52115	9	0.33333333333333337
244	chr	52115	52130	15	0.26666666666666666
245	chr	52130	52169	39	0.3076923076923077
246	chr	52169	52196	27	0.3703703703703704
247	chr	52196	52279	83	0.3493975903614458
248	chr	52279	52427	148	0.23648648648648649
249	chr	52427	52460	33	0.24242424242424243
250	chr	52460	52515	55	0.36363636363636365
251	chr	52515	52537	22	0.18181818181818182
252	chr	52537	52967	430	0.19302325581395346
253	chr	52967	53024	57	0.1754385964912281
254	chr	53024	53036	12	0.25
255	chr	53036	53087	51	0.19607843137254904
256	chr	53087	53221	134	0.17164179104477612
257	chr	53221	53276	55	0.18181818181818182
258	chr	53276	53375	99	0.20202020202020202
259	chr	53375	53618	243	0.205761316872428
260	chr	53618	53654	36	0.1388888888888889
261	chr	53654	53694	40	0.275
262	chr	53694	53754	60	0.15
263	chr	53754	53958	204	0.16176470588235292
264	chr	53958	54099	141	0.20567375886524822
265	chr	54099	54111	12	0.33333333333333337
266	chr	54111	54480	369	0.19241192411924118
267	chr	54480	54583	103	0.27184466019417475
268	chr	54583	54812	229	0.1703056768558952
269	chr	54812	55073	261	0.1724137931034483
270	chr	55073	55208	135	0.15555555555555556
271	chr	55208	55659	451	0.2039911308203991
272	chr	55659	55733	74	0.1891891891891892
273	chr	55733	55922	189	0.23280423280423282
274	chr	55922	56215	293	0.17747440273037543
275	chr	56215	56280	65	0.23076923076923075
276	chr	56280	56372	92	0.16304347826086957
277	chr	56372	56577	205	0.2
278	chr	56577	56625	48	0.20833333333333331
279	chr	56625	56640	15	0.13333333333333333
280	chr	56640	56825	185	0.23243243243243242
281	chr	56825	56910	85	0.21176470588235294
282	chr	56910	56964	54	0.14814814814814814
283	chr	56964	57293	329	0.18541033434650456
284	chr	57293	57302	9	0.2222222222222222
285	chr	57302	57338	36	0.2777777777777778
286	chr	57338	57350	12	0.16666666666666669
287	chr	57350	57379	29	0.3793103448275862
288	chr	57379	57540	161	0.2360248447204969
289	chr	57540	57679	139	0.26618705035971224
290	chr	57679	58021	342	0.26608187134502925
291	chr	58021	58092	71	0.26760563380281693
292	chr	58092	58423	331	0.2507552870090634
293	chr	58423	58686	263	0.2737642585551331
294	chr	58686	58801	115	0.2608695652173913
295	chr	58801	59095	294	0.2585034013605442
296	chr	59095	59111	16	0.1875
297	chr	59111	59172	61	0.2459016393442623
298	chr	59172	59267	95	0.22105263157894736
299	chr	59267	59633	366	0.25136612021857924
300	chr	59633	60106	473	0.226215644820296
301	chr	60106	60685	579	0.21243523316062177
302	chr	60685	61112	427	0.1920374707259953
303	chr	61112	61196	84	0.19047619047619047
304	chr	61196	61223	27	0.2592592592592593
305	chr	61223	61352	129	0.23255813953488372
306	chr	61352	61559	207	0.24154589371980678
307	chr	61559	61737	178	0.17977528089887643
308	chr	61737	61866	129	0.2945736434108527
309	chr	61866	61998	132	0.18181818181818182
310	chr	61998	62304	306	0.1633986928104575
311	chr	62304	62752	448	0.22098214285714285
312	chr	62752	62788	36	0.33333333333333337
313	chr	62788	62920	132	0.19696969696969696
314	chr	62920	63076	156	0.19871794871794873
315	chr	63076	63094	18	0.16666666666666669
316	chr	63094	63265	171	0.19883040935672514
317	chr	63265	63371	106	0.22641509433962262
318	chr	63371	63493	122	0.27049180327868855
319	chr	63493	63860	367	0.20980926430517713
320	chr	63860	63902	42	0.28571428571428575
321	chr	63902	64467	565	0.2176991150442478
322	chr	64467	64714	247	0.20647773279352225
323	chr	64714	65643	929	0.21743810548977396
324	chr	65643	65789	146	0.226027397260274
325	chr	65789	65853	64	0.234375
326	chr	65853	66624	771	0.1828793774319066
327	chr	66624	66810	186	0.25268817204301075
328	chr	66810	66833	23	0.30434782608695654
329	chr	66833	66924	91	0.25274725274725274
330	chr	66924	67010	86	0.3023255813953488
331	chr	67010	67127	117	0.23931623931623933
332	chr	67127	67162	35	0.34285714285714286
333	chr	67162	67293	131	0.1603053435114504
334	chr	67293	67346	53	0.339622641509434
335	chr	67346	67482	136	0.2647058823529412
336	chr	67482	67814	332	0.2740963855421687
337	chr	67814	68010	196	0.19897959183673466
338	chr	68010	68256	246	0.18292682926829268
339	chr	68256	68354	98	0.25510204081632654
340	chr	68354	68482	128	0.2109375
341	chr	68482	68550	68	0.19117647058823528
342	chr	68550	68579	29	0.10344827586206896
343	chr	68579	68836	257	0.23346303501945523
344	chr	68836	68859	23	0.13043478260869565
345	chr	68859	69259	400	0.2575
346	chr	69259	69429	170	0.2647058823529412
347	chr	69429	69519	90	0.2333333333333333
348	chr	69519	69693	174	0.25287356321839083
349	chr	69693	69747	54	0.16666666666666669
350	chr	69747	69957	210	0.24285714285714285
351	chr	69957	70488	531	0.23728813559322035
352	chr	70488	70551	63	0.14285714285714288
353	chr	70551	71236	685	0.18394160583941604
354	chr	71236	71625	389	0.15681233933161953
355	chr	71625	71649	24	0.33333333333333337
356	chr	71649	71697	48	0.2916666666666667
357	chr	71697	71710	13	0.23076923076923075
358	chr	71710	72178	468	0.28632478632478636
359	chr	72178	72550	372	0.26344086021505375
360	chr	72550	73021	471	0.26963906581740976
361	chr	73021	73572	551	0.2558983666061706
362	chr	73572	73820	248	0.1935483870967742
363	chr	73820	73890	70	0.2714285714285714
364	chr	73890	74090	200	0.175
365	chr	74090	74302	212	0.2358490566037736
366	chr	74302	74668	366	0.2540983606557377
367	chr	74668	74764	96	0.20833333333333331
368	chr	74764	74826	62	0.27419354838709675
369	chr	74826	74841	15	0.06666666666666667
370	chr	74841	75136	295	0.26101694915254237
371	chr	75136	75250	114	0.2456140350877193
372	chr	75250	75513	263	0.2775665399239544
373	chr	75513	75844	331	0.2507552870090634
374	chr	75844	76171	327	0.27522935779816515
375	chr	76171	76246	75	0.3066666666666667
376	chr	76246	76453	207	0.32850241545893716
377	chr	76453	76888	435	0.23678160919540228
378	chr	76888	77104	216	0.18055555555555558
379	chr	77104	77179	75	0.29333333333333333
380	chr	77179	77389	210	0.2619047619047619
381	chr	77389	77467	78	0.20512820512820515
382	chr	77467	77692	225	0.19111111111111112
383	chr	77692	77797	105	0.28571428571428575
384	chr	77797	77862	65	0.23076923076923075
385	chr	77862	77913	51	0.1568627450980392
386	chr	77913	77951	38	0.1842105263157895
387	chr	77951	78053	102	0.21568627450980393
388	chr	78053	78399	346	0.2167630057803468
389	chr	78399	78693	294	0.19047619047619047
390	chr	78693	78712	19	0.3157894736842105
391	chr	78712	78966	254	0.2874015748031496
392	chr	78966	79005	39	0.20512820512820515
393	chr	79005	79314	309	0.18122977346278318
394	chr	79314	79980	666	0.21771771771771772
395	chr	79980	80157	177	0.19774011299435026
396	chr	80157	80337	180	0.2111111111111111
397	chr	80337	80475	138	0.17391304347826086
398	chr	80475	80567	92	0.17391304347826086
399	chr	80567	80860	293	0.1877133105802048
400	chr	80860	81088	228	0.20614035087719298
401	chr	81088	81256	168	0.16071428571428573
402	chr	81256	81361	105	0.16190476190476188
403	chr	81361	81783	422	0.25118483412322273
404	chr	81783	82153	370	0.26216216216216215
405	chr	82153	82249	96	0.20833333333333331
406	chr	82249	82311	62	0.27419354838709675
407	chr	82311	82326	15	0.06666666666666667
408	chr	82326	82621	295	0.26440677966101694
409	chr	82621	82735	114	0.2456140350877193
410	chr	82735	82998	263	0.2775665399239544
411	chr	82998	83329	331	0.2507552870090634
412	chr	83329	83400	71	0.28169014084507044
413	chr	83400	83924	524	0.26717557251908397
414	chr	83924	84335	411	0.24817518248175183
415	chr	84335	84452	117	0.26495726495726496
416	chr	84452	84461	9	0.2222222222222222
417	chr	84461	84793	332	0.2620481927710843
418	chr	84793	84919	126	0.20634920634920637
419	chr	84919	84964	45	0.26666666666666666
420	chr	84964	85478	514	0.25486381322957197
421	chr	85478	85549	71	0.26760563380281693
422	chr	85549	85880	331	0.2507552870090634
423	chr	85880	86143	263	0.2775665399239544
424	chr	86143	86258	115	0.2608695652173913
425	chr	86258	86552	294	0.25510204081632654
426	chr	86552	86568	16	0.1875
427	chr	86568	86629	61	0.22950819672131145
428	chr	86629	86726	97	0.21649484536082475
429	chr	86726	87092	366	0.25136612021857924
430	chr	87092	87470	378	0.23015873015873015
431	chr	87470	87674	204	0.29411764705882354
432	chr	87674	87734	60	0.13333333333333333
433	chr	87734	87848	114	0.2105263157894737
434	chr	87848	87905	57	0.3157894736842105
435	chr	87905	87924	19	0.15789473684210525
436	chr	87924	88133	209	0.2105263157894737
437	chr	88133	88945	812	0.22536945812807882
438	chr	88945	89101	156	0.24358974358974358
439	chr	89101	89176	75	0.2533333333333333
440	chr	89176	89473	297	0.17171717171717174
441	chr	89473	89482	9	0.2222222222222222
442	chr	89482	89506	24	0.20833333333333331
443	chr	89506	89539	33	0.18181818181818182
444	chr	89539	90860	1321	0.20590461771385316
445	chr	90860	91115	255	0.20784313725490197
446	chr	91115	91625	510	0.18627450980392157
447	chr	91625	91939	314	0.2770700636942675
448	chr	91939	92017	78	0.21794871794871795
449	chr	92017	92496	479	0.26931106471816285
450	chr	92496	92709	213	0.29107981220657275
451	chr	92709	92791	82	0.32926829268292684
452	chr	92791	92857	66	0.24242424242424243
453	chr	92857	93085	228	0.33771929824561403
454	chr	93085	93109	24	0.20833333333333331
455	chr	93109	93842	733	0.23328785811732605
456	chr	93842	94113	271	0.2029520295202952
457	chr	94113	94374	261	0.23754789272030652
458	chr	94374	94452	78	0.2692307692307692
459	chr	94452	94557	105	0.17142857142857143
460	chr	94557	94974	417	0.2517985611510791
461	chr	94974	95458	484	0.27066115702479343
462	chr	95458	95799	341	0.2404692082111437
463	chr	95799	95939	140	0.2
464	chr	95939	96116	177	0.23163841807909605
465	chr	96116	96210	94	0.22340425531914893
466	chr	96210	96314	104	0.1923076923076923
467	chr	96314	97012	698	0.22492836676217767
468	chr	97012	97033	21	0.19047619047619047
469	chr	97033	97144	111	0.2522522522522523
470	chr	97144	97282	138	0.2608695652173913
471	chr	97282	97681	399	0.2506265664160401
472	chr	97681	97724	43	0.2558139534883721
473	chr	97724	97762	38	0.2894736842105263
474	chr	97762	97936	174	0.27011494252873564
475	chr	97936	98116	180	0.26666666666666666
476	chr	98116	98158	42	0.2380952380952381
477	chr	98158	98689	531	0.2824858757062147
478	chr	98689	98796	107	0.2803738317757009
479	chr	98796	98805	9	0.6666666666666667
480	chr	98805	99160	355	0.24507042253521127
481	chr	99160	99355	195	0.24102564102564103
482	chr	99355	99370	15	0.33333333333333337
483	chr	99370	99703	333	0.2132132132132132
484	chr	99703	99826	123	0.2845528455284553
485	chr	99826	99858	32	0.25
486	chr	99858	99957	99	0.2222222222222222
487	chr	99957	100354	397	0.22670025188916879
488	chr	100354	100423	69	0.24637681159420288
489	chr	100423	100483	60	0.25
490	chr	100483	101503	1020	0.20784313725490197
491	chr	101503	101631	128	0.1953125
492	chr	101631	102330	699	0.21030042918454936
493	chr	102330	102675	345	0.1855072463768116
494	chr	102675	102954	279	0.2007168458781362
495	chr	102954	103009	55	0.4
496	chr	103009	103153	144	0.24305555555555558
497	chr	103153	103186	33	0.33333333333333337
498	chr	103186	103423	237	0.27426160337552746
499	chr	103423	103531	108	0.2222222222222222
500	chr	103531	103573	42	0.28571428571428575
501	chr	103573	104330	757	0.22324966974900926
502	chr	104330	104361	31	0.22580645161290325
503	chr	104361	104441	80	0.275
504	chr	104441	104468	27	0.33333333333333337
505	chr	104468	104591	123	0.25203252032520324
506	chr	104591	104652	61	0.26229508196721313
507	chr	104652	104697	45	0.24444444444444444
508	chr	104697	104720	23	0.08695652173913043
509	chr	104720	105115	395	0.2253164556962025
510	chr	105115	105140	25	0.2
511	chr	105140	105320	180	0.2388888888888889
512	chr	105320	105641	321	0.17445482866043613
513	chr	105641	105854	213	0.215962441314554
514	chr	105854	105958	104	0.16346153846153846
515	chr	105958	106043	85	0.1411764705882353
516	chr	106043	106220	177	0.21468926553672316
517	chr	106220	106319	99	0.20202020202020202
518	chr	106319	106471	152	0.19736842105263158
519	chr	106471	106604	133	0.15789473684210525
520	chr	106604	106694	90	0.16666666666666669
521	chr	106694	107214	520	0.21923076923076923
522	chr	107214	107416	202	0.19801980198019803
523	chr	107416	107725	309	0.18446601941747573
524	chr	107725	107854	129	0.18604651162790697
525	chr	107854	107866	12	0.25
526	chr	107866	108326	460	0.14565217391304347
527	chr	108326	108344	18	0.1111111111111111
528	chr	108344	108516	172	0.2674418604651163
529	chr	108516	108578	62	0.29032258064516125
530	chr	108578	108598	20	0.15
531	chr	108598	108646	48	0.16666666666666669
532	chr	108646	108815	169	0.20118343195266275
533	chr	108815	108967	152	0.19736842105263158
534	chr	108967	109333	366	0.2540983606557377
535	chr	109333	109429	96	0.20833333333333331
536	chr	109429	109491	62	0.25806451612903225
537	chr	109491	109506	15	0.06666666666666667
538	chr	109506	109801	295	0.2576271186440678
539	chr	109801	109915	114	0.2456140350877193
540	chr	109915	110178	263	0.2813688212927757
541	chr	110178	110509	331	0.2507552870090634
542	chr	110509	110949	440	0.2545454545454545
543	chr	110949	111606	657	0.18873668188736684
544	chr	111606	111612	6	0.33333333333333337
545	chr	111612	111895	283	0.21201413427561838
546	chr	111895	111943	48	0.1875
547	chr	111943	112393	450	0.24222222222222223
548	chr	112393	112957	564	0.2375886524822695
549	chr	112957	112967	10	0.4
550	chr	112967	113083	116	0.25
551	chr	113083	113495	412	0.25485436893203883
552	chr	113495	114223	728	0.24175824175824176
553	chr	114223	114257	34	0.4411764705882353
554	chr	114257	114284	27	0.2592592592592593
555	chr	114284	114488	204	0.21568627450980393
556	chr	114488	114577	89	0.2359550561797753
557	chr	114577	114654	77	0.28571428571428575
558	chr	114654	114732	78	0.33333333333333337
559	chr	114732	114961	229	0.15283842794759825
560	chr	114961	115042	81	0.19753086419753085
561	chr	115042	116256	1214	0.2059308072487644
562	chr	116256	116367	111	0.14414414414414414
563	chr	116367	116865	498	0.1927710843373494
564	chr	116865	117456	591	0.20135363790186125
565	chr	117456	117885	429	0.24009324009324007
566	chr	117885	117897	12	0.33333333333333337
567	chr	117897	117953	56	0.28571428571428575
568	chr	117953	117999	46	0.1956521739130435
569	chr	117999	118155	156	0.25641025641025644
570	chr	118155	118404	249	0.3172690763052209
571	chr	118404	118892	488	0.25
572	chr	118892	118911	19	0.3157894736842105
573	chr	118911	119196	285	0.256140350877193
574	chr	119196	119217	21	0.28571428571428575
575	chr	119217	119332	115	0.2608695652173913
576	chr	119332	120016	684	0.25584795321637427
577	chr	120016	120484	468	0.21153846153846154
578	chr	120484	120761	277	0.2924187725631769
579	chr	120761	121084	323	0.19814241486068113
580	chr	121084	121207	123	0.18699186991869918
581	chr	121207	121990	783	0.17752234993614305
582	chr	121990	122046	56	0.26785714285714285
583	chr	122046	122056	10	0.3
584	chr	122056	122742	686	0.15597667638483967
585	chr	122742	122832	90	0.2333333333333333
586	chr	122832	122949	117	0.25641025641025644
587	chr	122949	123113	164	0.17682926829268295
588	chr	123113	123245	132	0.33333333333333337
589	chr	123245	123389	144	0.3055555555555556
590	chr	123389	123519	130	0.23846153846153847
591	chr	123519	123797	278	0.22661870503597123
592	chr	123797	124016	219	0.2191780821917808
593	chr	124016	124093	77	0.20779220779220778
594	chr	124093	124129	36	0.33333333333333337
595	chr	124129	124297	168	0.2380952380952381
596	chr	124297	124360	63	0.28571428571428575
597	chr	124360	124630	270	0.22962962962962963
598	chr	124630	124717	87	0.21839080459770116
599	chr	124717	124733	16	0.3125
600	chr	124733	124928	195	0.2153846153846154
601	chr	124928	125291	363	0.22589531680440772
602	chr	125291	125657	366	0.2540983606557377
603	chr	125657	125753	96	0.20833333333333331
604	chr	125753	125815	62	0.27419354838709675
605	chr	125815	125830	15	0.06666666666666667
606	chr	125830	126064	234	0.2948717948717949
607	chr	126064	126158	94	0.30851063829787234
608	chr	126158	126489	331	0.2507552870090634
609	chr	126489	126752	263	0.2775665399239544
610	chr	126752	126867	115	0.2608695652173913
611	chr	126867	127161	294	0.25510204081632654
612	chr	127161	127177	16	0.1875
613	chr	127177	127238	61	0.2459016393442623
614	chr	127238	127335	97	0.21649484536082475
615	chr	127335	127700	365	0.24931506849315066
616	chr	127700	127760	60	0.3
617	chr	127760	127775	15	0.06666666666666667
618	chr	127775	128070	295	0.26101694915254237
619	chr	128070	128184	114	0.2456140350877193
620	chr	128184	128447	263	0.2775665399239544
621	chr	128447	128778	331	0.2507552870090634
622	chr	128778	129408	630	0.24761904761904763
623	chr	129408	130314	906	0.20309050772626933
624	chr	130314	130394	80	0.2125
625	chr	130394	130417	23	0.2608695652173913
626	chr	130417	131812	1395	0.18853046594982079
627	chr	131812	131944	132	0.13636363636363635
628	chr	131944	131962	18	0.2222222222222222
629	chr	131962	132442	480	0.175
630	chr	132442	132532	90	0.2111111111111111
631	chr	132532	132649	117	0.21367521367521367
632	chr	132649	132661	12	0.33333333333333337
633	chr	132661	132788	127	0.22834645669291337
634	chr	132788	132832	44	0.20454545454545453
635	chr	132832	133156	324	0.2222222222222222
636	chr	133156	133238	82	0.2073170731707317
637	chr	133238	133388	150	0.20666666666666667
638	chr	133388	133593	205	0.2292682926829268
639	chr	133593	133652	59	0.20338983050847456
640	chr	133652	134031	379	0.23218997361477572
641	chr	134031	134064	33	0.2121212121212121
642	chr	134064	134110	46	0.2391304347826087
643	chr	134110	134175	65	0.13846153846153847
644	chr	134175	134214	39	0.1794871794871795
